date,spbmv_vix
01/10/19,17.13
02/10/19,17.8
03/10/19,17.19
04/10/19,17.33
07/10/19,16.55
08/10/19,17.04
09/10/19,17.24
10/10/19,16.68
11/10/19,16.6
14/10/19,16.28
15/10/19,15.61
16/10/19,15.59
17/10/19,15.44
18/10/19,15.6
21/10/19,15.68
22/10/19,15.7
23/10/19,15.39
24/10/19,15.56
25/10/19,15.79
28/10/19,15.64
29/10/19,15.35
30/10/19,15.38
31/10/19,15.28
01/11/19,15.19
04/11/19,15.31
05/11/19,15.42
06/11/19,15.27
07/11/19,15.19
08/11/19,15.11
11/11/19,15.17
12/11/19,15.39
13/11/19,15.15
14/11/19,15.22
15/11/19,15.13
19/11/19,14.71
20/11/19,14.62
21/11/19,14.28
22/11/19,14.53
25/11/19,14.15
26/11/19,14.57
27/11/19,14.61
28/11/19,14.56
29/11/19,15.29
02/12/19,15.64
03/12/19,15.65
04/12/19,15.49
05/12/19,15.4
06/12/19,15.52
09/12/19,15.35
10/12/19,14.69
11/12/19,13.89
13/12/19,12.75
16/12/19,12.71
17/12/19,12.48
18/12/19,12.22
19/12/19,12.21
20/12/19,12.43
23/12/19,12.94
24/12/19,12.89
26/12/19,12.78
27/12/19,13.12
30/12/19,14.16
31/12/19,14.14
02/01/20,13.23
03/01/20,13.17
06/01/20,13.42
07/01/20,13.79
08/01/20,13.97
09/01/20,13.83
10/01/20,13.82
13/01/20,14.35
14/01/20,13.95
15/01/20,13.93
16/01/20,13.33
17/01/20,13.07
20/01/20,12.98
21/01/20,13.24
22/01/20,13.45
23/01/20,13.36
24/01/20,13.49
27/01/20,13.98
28/01/20,13.49
29/01/20,13.77
30/01/20,13.51
31/01/20,13.82
04/02/20,13.76
05/02/20,13.79
06/02/20,13.96
07/02/20,14.52
10/02/20,14.33
11/02/20,14.2
12/02/20,13.84
13/02/20,14.02
14/02/20,13.91
17/02/20,13.78
18/02/20,13.68
19/02/20,13.64
20/02/20,13.91
21/02/20,13.7
24/02/20,13.89
25/02/20,14.25
26/02/20,14.32
27/02/20,14.82
28/02/20,14.86
02/03/20,14.37
03/03/20,14.29
04/03/20,14.88
05/03/20,15.03
06/03/20,15.37
09/03/20,17.12
10/03/20,16.84
11/03/20,17.24
12/03/20,18.28
13/03/20,17.04
17/03/20,17.24
18/03/20,18.84
19/03/20,19.13
20/03/20,17.07
23/03/20,17.07
24/03/20,15.83
25/03/20,15.85
26/03/20,15.65
27/03/20,19.09
30/03/20,18.93
31/03/20,18.25
01/04/20,19.46
02/04/20,19.07
03/04/20,19.46
06/04/20,18.19
07/04/20,18.49
08/04/20,18.47
13/04/20,18.11
14/04/20,17.85
15/04/20,18.4
16/04/20,18.62
17/04/20,17.61
20/04/20,17.41
21/04/20,17.23
22/04/20,16.95
23/04/20,16.65
24/04/20,16.06
27/04/20,16
28/04/20,15.96
29/04/20,15.86
30/04/20,16.14
04/05/20,16.06
05/05/20,16.01
06/05/20,15.81
07/05/20,15.91
08/05/20,15.33
11/05/20,15.18
12/05/20,15.19
13/05/20,15.81
14/05/20,15.93
15/05/20,16.18
18/05/20,15.65
19/05/20,16.47
20/05/20,16.6
21/05/20,16.89
22/05/20,16.95
25/05/20,16.53
26/05/20,15.92
27/05/20,14.89
28/05/20,15.26
29/05/20,15.64
01/06/20,14.6
02/06/20,13.82
03/06/20,12.7
04/06/20,13.6
05/06/20,13.25
08/06/20,11.62
09/06/20,12.22
10/06/20,13.68
11/06/20,15.78
12/06/20,14.41
15/06/20,14.76
16/06/20,15.27
17/06/20,15.38
18/06/20,15.98
19/06/20,16.69
22/06/20,17.14
23/06/20,16.75
24/06/20,16.8
25/06/20,16.92
26/06/20,17.46
29/06/20,16.66
30/06/20,16.72
01/07/20,16.89
02/07/20,16.11
03/07/20,15.78
06/07/20,16.03
07/07/20,15.52
08/07/20,15.85
09/07/20,15.96
10/07/20,16.46
13/07/20,15.82
14/07/20,16.07
15/07/20,15.71
16/07/20,15.31
17/07/20,15.31
20/07/20,14.62
21/07/20,14.6
22/07/20,13.36
23/07/20,13.81
24/07/20,13.83
27/07/20,13.49
28/07/20,13.54
29/07/20,13.47
30/07/20,14.7
31/07/20,14.93
03/08/20,15.35
04/08/20,14.97
05/08/20,14.46
06/08/20,15.02
07/08/20,14.36
10/08/20,14.05
11/08/20,13.47
12/08/20,13.44
13/08/20,13.5
14/08/20,12.93
17/08/20,12.33
18/08/20,12.5
19/08/20,12.59
20/08/20,12.67
21/08/20,12.81
24/08/20,12.86
25/08/20,12.98
26/08/20,13.15
27/08/20,13.68
28/08/20,13.48
31/08/20,14.17
01/09/20,13.29
02/09/20,13.82
03/09/20,14.43
04/09/20,14.09
07/09/20,13.81
08/09/20,14.17
09/09/20,15.95
10/09/20,15.59
11/09/20,15.32
14/09/20,13.48
15/09/20,15.02
17/09/20,14.46
18/09/20,15.14
21/09/20,15.1
22/09/20,14.71
23/09/20,14.52
24/09/20,13.99
25/09/20,13.98
28/09/20,13.22
29/09/20,13.89
30/09/20,16.38
01/10/20,16.99
02/10/20,16.74
05/10/20,16.14
06/10/20,20.49
07/10/20,20.24
08/10/20,22.63
09/10/20,21.64
12/10/20,22.36
13/10/20,22.77
14/10/20,22.71
15/10/20,21.94
16/10/20,22.15
19/10/20,22.05
20/10/20,21.84
21/10/20,21.97
22/10/20,22.02
23/10/20,21.86
26/10/20,22.47
27/10/20,22.08
28/10/20,22.58
29/10/20,24.38
30/10/20,24.04
03/11/20,23.32
04/11/20,24.39
05/11/20,22.94
06/11/20,23.09
09/11/20,21.56
10/11/20,20.65
11/11/20,19.98
12/11/20,20.52
13/11/20,19.76
17/11/20,18.38
18/11/20,17.8
19/11/20,18.2
20/11/20,17.83
23/11/20,17.48
24/11/20,16.82
25/11/20,17.05
26/11/20,17
27/11/20,16.64
30/11/20,16.96
01/12/20,15.77
02/12/20,15.12
03/12/20,14.84
04/12/20,14.83
07/12/20,14.71
08/12/20,14.75
09/12/20,14.52
10/12/20,14.11
11/12/20,14.22
14/12/20,13.84
15/12/20,13.97
16/12/20,13.51
17/12/20,13.31
18/12/20,13.15
21/12/20,13.66
22/12/20,14.57
23/12/20,13.95
24/12/20,14.19
28/12/20,13.54
29/12/20,13.61
30/12/20,13.3
31/12/20,13.42
04/01/21,14.02
05/01/21,13.95
06/01/21,14.21
07/01/21,14.49
08/01/21,14.64
11/01/21,14.45
12/01/21,14.65
13/01/21,14.54
14/01/21,14.33
15/01/21,14.21
18/01/21,13.95
19/01/21,13.67
20/01/21,13.46
21/01/21,13.34
22/01/21,13.25
25/01/21,13.22
26/01/21,13.29
27/01/21,13.58
28/01/21,13.38
29/01/21,14.58
02/02/21,13.84
03/02/21,13.7
04/02/21,13.48
05/02/21,13.31
08/02/21,13.04
09/02/21,12.82
10/02/21,12.91
11/02/21,13.08
12/02/21,12.76
15/02/21,12.38
16/02/21,12.2
17/02/21,12.08
18/02/21,12.02
19/02/21,11.83
22/02/21,11.68
23/02/21,16.12
24/02/21,13.68
25/02/21,13.74
26/02/21,17.59
01/03/21,17.23
02/03/21,16.53
03/03/21,16.1
04/03/21,17.05
05/03/21,16.74
08/03/21,16.22
09/03/21,16.14
10/03/21,16.1
11/03/21,16.02
12/03/21,15.74
16/03/21,15.58
17/03/21,15.57
18/03/21,15.51
19/03/21,15.68
22/03/21,15.42
23/03/21,16.17
24/03/21,17.97
25/03/21,17.86
26/03/21,18.22
29/03/21,15.76
30/03/21,16.45
31/03/21,15.26
05/04/21,17.15
06/04/21,17.52
07/04/21,18.57
08/04/21,22.41
09/04/21,22.46
12/04/21,24.95
13/04/21,26.2
14/04/21,26.7
15/04/21,27.63
16/04/21,28.21
19/04/21,30.55
20/04/21,31.61
21/04/21,31.34
22/04/21,31.59
23/04/21,30.72
26/04/21,29.42
27/04/21,31.77
28/04/21,31.98
29/04/21,30.94
30/04/21,28.65
03/05/21,28.22
04/05/21,28.36
05/05/21,27.96
06/05/21,26.86
07/05/21,26.3
10/05/21,23.23
11/05/21,22.96
12/05/21,22.03
13/05/21,22.1
14/05/21,21.49
17/05/21,21.01
18/05/21,20.49
19/05/21,20.39
20/05/21,19.59
21/05/21,19.5
24/05/21,19.58
25/05/21,19.18
26/05/21,19.59
27/05/21,18.98
28/05/21,18.72
31/05/21,17.37
01/06/21,17.41
02/06/21,16.95
03/06/21,16.88
04/06/21,16.74
07/06/21,15.81
08/06/21,16.3
09/06/21,16.16
10/06/21,15.99
11/06/21,15.84
14/06/21,15.98
15/06/21,15.33
16/06/21,16.31
17/06/21,16.72
18/06/21,16.25
21/06/21,16.27
22/06/21,15.98
23/06/21,15.73
24/06/21,15.14
25/06/21,15.17
28/06/21,15.38
29/06/21,15.12
30/06/21,15.32
01/07/21,15.02
02/07/21,14.88
05/07/21,14.45
06/07/21,15.08
07/07/21,14.96
08/07/21,15
09/07/21,14.36
12/07/21,14.28
13/07/21,14.66
14/07/21,14.54
15/07/21,13.32
16/07/21,13.63
19/07/21,14.62
20/07/21,14.29
21/07/21,13.56
22/07/21,13.05
23/07/21,12.75
26/07/21,11.93
27/07/21,11.69
28/07/21,11.16
29/07/21,10.74
30/07/21,11.18
02/08/21,11.31
03/08/21,10.72
04/08/21,10.83
05/08/21,10.71
06/08/21,10.6
09/08/21,10.84
10/08/21,10.63
11/08/21,10.22
12/08/21,10.6
13/08/21,10.15
16/08/21,10.13
17/08/21,9.96
18/08/21,9.66
19/08/21,15.16
20/08/21,15.9
23/08/21,15.27
24/08/21,15.34
25/08/21,15.16
26/08/21,14.77
27/08/21,14.75
30/08/21,15.06
31/08/21,14.11
01/09/21,15.29
02/09/21,13.91
03/09/21,13.81
06/09/21,13.87
07/09/21,13.66
08/09/21,14.02
09/09/21,14.01
10/09/21,14.13
13/09/21,13.7
14/09/21,13.46
15/09/21,13.09
17/09/21,13.73
20/09/21,14.36
21/09/21,14.23
22/09/21,13.35
23/09/21,12.96
24/09/21,13.45
27/09/21,12.7
28/09/21,13.11
29/09/21,13.05
30/09/21,13.04
01/10/21,17.69
04/10/21,17.19
05/10/21,16.29
06/10/21,16.35
07/10/21,16.09
08/10/21,15.55
11/10/21,15.32
12/10/21,14.96
13/10/21,14.74
14/10/21,14.38
15/10/21,13.93
18/10/21,13.94
19/10/21,13.99
20/10/21,14
21/10/21,14.13
22/10/21,13.99
25/10/21,14.09
26/10/21,13.82
27/10/21,14.13
28/10/21,15.94
29/10/21,16.95
01/11/21,16.42
03/11/21,16
04/11/21,15.76
05/11/21,15.49
08/11/21,15.22
09/11/21,15.36
10/11/21,15.64
11/11/21,15.94
12/11/21,16.18
16/11/21,16.56
17/11/21,16.53
18/11/21,16.62
19/11/21,16.53
22/11/21,16.55
23/11/21,16.07
24/11/21,16.16
25/11/21,16.07
26/11/21,16.64
29/11/21,16.48
30/11/21,16.46
01/12/21,16.02
02/12/21,15.65
03/12/21,16.34
06/12/21,17.62
07/12/21,15.32
08/12/21,15.12
09/12/21,16.63
10/12/21,14.87
13/12/21,14.81
14/12/21,14.52
15/12/21,14.47
16/12/21,14.48
17/12/21,14.44
20/12/21,14.11
21/12/21,14.05
22/12/21,13.82
23/12/21,14.02
24/12/21,13.79
27/12/21,13.79
28/12/21,13.72
29/12/21,13.54
30/12/21,13.28
31/12/21,13.41
03/01/22,13.17
04/01/22,13.07
05/01/22,13.3
06/01/22,13.18
07/01/22,13.18
10/01/22,13.23
11/01/22,13.12
12/01/22,13.14
13/01/22,13.37
14/01/22,13.37
17/01/22,13.21
18/01/22,13.48
19/01/22,13.53
20/01/22,13.61
21/01/22,14.28
24/01/22,15.07
25/01/22,14.75
26/01/22,14.76
27/01/22,15.79
28/01/22,15.44
31/01/22,14.78
01/02/22,14.2
02/02/22,13.91
03/02/22,14.57
04/02/22,14.47
08/02/22,13.66
09/02/22,13.39
10/02/22,13.3
11/02/22,13.09
14/02/22,13.41
15/02/22,13.01
16/02/22,12.92
17/02/22,13.02
18/02/22,13.2
21/02/22,13.45
22/02/22,12.84
23/02/22,13.86
24/02/22,13.79
25/02/22,13.06
28/02/22,12.57
01/03/22,13.75
02/03/22,12.36
03/03/22,27.65
04/03/22,12.73
07/03/22,12.77
08/03/22,11.97
09/03/22,12.11
10/03/22,12
11/03/22,12.12
14/03/22,12.37
15/03/22,12.27
16/03/22,12.3
17/03/22,12.07
18/03/22,12.38
22/03/22,12.7
23/03/22,12.56
24/03/22,12.67
25/03/22,12.53
28/03/22,12.66
29/03/22,12.75
30/03/22,13.75
31/03/22,13.18
01/04/22,13.17
04/04/22,13.19
05/04/22,13.08
06/04/22,13.26
07/04/22,13.22
08/04/22,13.3
11/04/22,13.62
12/04/22,13.81
13/04/22,13.74
18/04/22,13.91
19/04/22,13.78
20/04/22,14.02
21/04/22,14.4
22/04/22,14.18
25/04/22,14.46
26/04/22,14.87
27/04/22,14.78
28/04/22,14.95
29/04/22,15.68
02/05/22,15.54
03/05/22,16.24
04/05/22,15.99
05/05/22,16.72
06/05/22,17.51
09/05/22,17.89
10/05/22,17.9
11/05/22,18.08
12/05/22,18.11
13/05/22,17.52
16/05/22,16.72
17/05/22,16.23
18/05/22,17.32
19/05/22,16.73
20/05/22,16.34
23/05/22,16.8
24/05/22,16.74
25/05/22,16.4
26/05/22,16.2
27/05/22,16.19
30/05/22,16.29
31/05/22,16.49
01/06/22,16.92
02/06/22,17.52
03/06/22,17.52
06/06/22,18.46
07/06/22,18.77
08/06/22,17.76
09/06/22,18.54
10/06/22,18.76
13/06/22,19.79
14/06/22,19.72
15/06/22,19.76
16/06/22,20.19
17/06/22,19.65
20/06/22,20.51
21/06/22,20.55
22/06/22,21.07
23/06/22,21.71
24/06/22,20.73
27/06/22,20.18
28/06/22,20.15
29/06/22,20.9
30/06/22,21.33
01/07/22,20.82
04/07/22,20.28
05/07/22,21.36
06/07/22,20.86
07/07/22,21.44
08/07/22,20.69
11/07/22,21.53
12/07/22,20.87
13/07/22,21.38
14/07/22,22.57
15/07/22,21.96
18/07/22,22.38
19/07/22,22.07
20/07/22,22
21/07/22,21.8
22/07/22,22.13
25/07/22,22.01
26/07/22,22.55
27/07/22,22.62
28/07/22,21.42
29/07/22,21.5
01/08/22,22.61
02/08/22,23.16
03/08/22,23.14
04/08/22,23.08
05/08/22,23.23
08/08/22,22.61
09/08/22,22.62
10/08/22,22.28
11/08/22,22.01
12/08/22,21.79
15/08/22,22.27
16/08/22,22.02
17/08/22,22.11
18/08/22,22.19
19/08/22,22.59
22/08/22,23.15
23/08/22,23.16
24/08/22,23.66
25/08/22,23.6
26/08/22,24.17
29/08/22,24.7
30/08/22,25.22
31/08/22,26.23
01/09/22,25.63
02/09/22,25.01
05/09/22,24.24
06/09/22,24.04
07/09/22,24.14
08/09/22,24.74
09/09/22,23.5
12/09/22,22.57
13/09/22,23.58
14/09/22,24.12
15/09/22,24.03
19/09/22,24.58
20/09/22,24.21
21/09/22,24.16
22/09/22,25.07
23/09/22,26.14
26/09/22,26.7
27/09/22,26.18
28/09/22,25.19
29/09/22,25.12
30/09/22,25.99
03/10/22,25.7
04/10/22,25.22
05/10/22,24.97
06/10/22,24.07
07/10/22,24.96
10/10/22,25.54
11/10/22,24.96
12/10/22,25.09
13/10/22,24.87
14/10/22,25.33
17/10/22,24.95
18/10/22,24.99
19/10/22,24.9
20/10/22,24.75
21/10/22,24.67
24/10/22,24.39
25/10/22,24.37
26/10/22,24.36
27/10/22,24.43
28/10/22,24.47
31/10/22,24.74
01/11/22,24.99
03/11/22,24.94
04/11/22,25.2
07/11/22,25.19
08/11/22,25.28
09/11/22,25.2
10/11/22,25.29
11/11/22,25.73
14/11/22,25.57
15/11/22,25.54
16/11/22,25.55
17/11/22,25.38
18/11/22,25.42
22/11/22,25.42
23/11/22,25.54
24/11/22,25.47
25/11/22,25.24
28/11/22,25.22
29/11/22,25.2
30/11/22,25.19
01/12/22,24.95
02/12/22,24.88
05/12/22,24.77
06/12/22,20.34
07/12/22,20.8
08/12/22,21.08
09/12/22,21.4
13/12/22,23.03
14/12/22,23.3
15/12/22,24.02
16/12/22,23.99
19/12/22,24.73
20/12/22,24.9
21/12/22,24.96
22/12/22,25.25
23/12/22,25.33
26/12/22,26.17
27/12/22,26.3
28/12/22,26.77
29/12/22,27.21
30/12/22,27.66
02/01/23,28.07
03/01/23,28.04
04/01/23,28.03
05/01/23,28.08
06/01/23,28.26
09/01/23,29.06
10/01/23,29.02
11/01/23,29.74
12/01/23,30.05
13/01/23,32.39
16/01/23,33.01
17/01/23,32.99
18/01/23,33.07
19/01/23,33.13
20/01/23,33.43
23/01/23,34
24/01/23,34.2
25/01/23,34.24
26/01/23,34.52
27/01/23,34.42
30/01/23,34.61
31/01/23,34.68
01/02/23,34.69
02/02/23,34.7
03/02/23,34.62
07/02/23,35.19
08/02/23,35.03
09/02/23,34.93
10/02/23,35.04
13/02/23,22.3
14/02/23,23.54
15/02/23,22.24
16/02/23,21.53
17/02/23,21.51
20/02/23,20.05
21/02/23,21.57
22/02/23,20.59
23/02/23,20.47
24/02/23,20.72
27/02/23,20.17
28/02/23,20.32
01/03/23,19.9
02/03/23,20.39
03/03/23,19.81
06/03/23,20.44
07/03/23,19.73
08/03/23,21.4
09/03/23,21.01
10/03/23,22.37
13/03/23,22.21
14/03/23,22.24
15/03/23,23.01
16/03/23,22.62
17/03/23,22.98
21/03/23,22.76
22/03/23,22.83
23/03/23,21.13
24/03/23,21.2
27/03/23,21.47
28/03/23,21.25
29/03/23,20.95
30/03/23,20.81
31/03/23,21.1
03/04/23,21.35
04/04/23,21.24
05/04/23,21.71
10/04/23,21.83
11/04/23,21.51
12/04/23,21.76
13/04/23,21.55
14/04/23,21.73
17/04/23,21.79
18/04/23,22.05
19/04/23,22.13
20/04/23,22.17
21/04/23,22.28
24/04/23,22.25
25/04/23,22.45
26/04/23,22.73
27/04/23,22.49
28/04/23,22.15
02/05/23,22.32
03/05/23,22.46
04/05/23,22.61
05/05/23,22.5
08/05/23,22.56
09/05/23,22.3
10/05/23,22.28
11/05/23,22.55
12/05/23,22.63
15/05/23,22.5
16/05/23,22.59
17/05/23,22.65
18/05/23,22.56
19/05/23,23.4
22/05/23,23.89
23/05/23,24.45
24/05/23,24.32
25/05/23,23.94
26/05/23,23.61
29/05/23,23.53
30/05/23,24.37
31/05/23,24.07
01/06/23,24.87
02/06/23,24.38
05/06/23,24.22
06/06/23,23.42
07/06/23,25.75
08/06/23,24.19
09/06/23,23.57
12/06/23,23.31
13/06/23,22.94
14/06/23,22.56
15/06/23,22.28
16/06/23,22.32
19/06/23,22.2
20/06/23,22.55
21/06/23,22.64
22/06/23,23.08
23/06/23,23.36
26/06/23,23.27
27/06/23,22.78
28/06/23,23.12
29/06/23,22.82
30/06/23,22.97
03/07/23,22.25
04/07/23,22.28
05/07/23,22.34
06/07/23,22.75
07/07/23,22.27
10/07/23,22.56
11/07/23,22.1
12/07/23,22.05
13/07/23,21.79
14/07/23,22.28
17/07/23,22.71
18/07/23,22.43
19/07/23,22.74
20/07/23,22.73
21/07/23,22.66
24/07/23,22.9
25/07/23,22.48
26/07/23,22.11
27/07/23,21.85
28/07/23,21.73
31/07/23,21.81
01/08/23,22.03
02/08/23,22.69
03/08/23,22.61
04/08/23,22.17
07/08/23,22.11
08/08/23,22.48
09/08/23,22.06
10/08/23,21.98
11/08/23,22.7
14/08/23,22.61
15/08/23,22.18
16/08/23,22.12
17/08/23,22.43
18/08/23,22.35
21/08/23,22.3
22/08/23,22.21
23/08/23,21.76
24/08/23,22.02
25/08/23,21.93
28/08/23,21.87
29/08/23,21.12
30/08/23,21.02
31/08/23,21.94
01/09/23,21.83
04/09/23,21.09
05/09/23,21.6
06/09/23,20.45
07/09/23,20.89
08/09/23,20.35
11/09/23,21.57
12/09/23,21.85
13/09/23,22.35
14/09/23,21.78
15/09/23,27.36
18/09/23,21.85
19/09/23,21.43
20/09/23,21
21/09/23,21.82
22/09/23,21.79
25/09/23,22.33
26/09/23,22.8
27/09/23,22.2
28/09/23,22.19
29/09/23,22.53
02/10/23,22.71
03/10/23,23.11
04/10/23,22.99
05/10/23,23.92
06/10/23,23.67
09/10/23,24.21
10/10/23,22.99
11/10/23,22.92
12/10/23,23.25
13/10/23,23.95
16/10/23,23.28
17/10/23,23.41
18/10/23,23.77
19/10/23,23.81
20/10/23,24.38
23/10/23,24.66
24/10/23,24.24
25/10/23,23.75
26/10/23,23.67
27/10/23,23.47
30/10/23,23.14
31/10/23,23.59
01/11/23,22.59
03/11/23,21.38
06/11/23,21.52
07/11/23,21.75
08/11/23,21.57
09/11/23,21.5
10/11/23,21.49
13/11/23,21.38
14/11/23,20.48
15/11/23,20.43
16/11/23,20.22
17/11/23,20.16
21/11/23,20.11
22/11/23,20.08
23/11/23,19.73
24/11/23,20.02
27/11/23,20
28/11/23,19.95
29/11/23,19.57
30/11/23,18.9
01/12/23,19.06
04/12/23,19.08
05/12/23,18.59
06/12/23,17.6
07/12/23,17.87
08/12/23,17.63
11/12/23,17.8
13/12/23,23.71
14/12/23,18.05
15/12/23,18.04
18/12/23,18.25
19/12/23,18.19
20/12/23,18.14
21/12/23,18.1
22/12/23,18.04
26/12/23,18.26
27/12/23,18.15
28/12/23,18.14
29/12/23,18.02
02/01/24,18.11
03/01/24,18.15
04/01/24,18.25
05/01/24,17.96
08/01/24,18.18
09/01/24,18.3
10/01/24,18.06
11/01/24,18.05
12/01/24,18.02
15/01/24,18.04
16/01/24,18.07
17/01/24,18.1
18/01/24,18.07
19/01/24,17.73
22/01/24,18
23/01/24,17.69
24/01/24,17.8
25/01/24,17.49
26/01/24,17.39
29/01/24,17.3
30/01/24,17.18
31/01/24,17.19
01/02/24,17.06
02/02/24,17
06/02/24,16.87
07/02/24,16.79
08/02/24,16.87
09/02/24,16.81
12/02/24,16.78
13/02/24,16.77
14/02/24,16.7
15/02/24,16.65
16/02/24,16.35
19/02/24,16.29
20/02/24,16.28
21/02/24,16.34
22/02/24,16.2
23/02/24,16.24
26/02/24,16.31
27/02/24,16.21
28/02/24,16.27
29/02/24,16.06
01/03/24,16.13
04/03/24,15.9
05/03/24,15.84
06/03/24,15.96
07/03/24,16.03
08/03/24,15.79
11/03/24,15.7
12/03/24,15.54
13/03/24,15.4
14/03/24,15.35
15/03/24,15.26
19/03/24,15.26
20/03/24,15.14
21/03/24,14.99
22/03/24,14.86
25/03/24,14.8
26/03/24,14.72
27/03/24,14.63
01/04/24,14.55
02/04/24,14.44
03/04/24,14.36
04/04/24,14.06
05/04/24,13.87
08/04/24,13.81
09/04/24,13.89
10/04/24,13.91
11/04/24,13.69
12/04/24,13.74
15/04/24,13.68
16/04/24,13.59
17/04/24,13.53
18/04/24,13.5
19/04/24,13.32
22/04/24,13.18
23/04/24,13.11
24/04/24,12.98
25/04/24,12.88
26/04/24,12.74
29/04/24,12.65
30/04/24,12.72
02/05/24,12.64
03/05/24,12.51
06/05/24,12.38
07/05/24,12.36
08/05/24,12.31
09/05/24,12.02
10/05/24,11.99
13/05/24,12.04
14/05/24,12.07
15/05/24,12.02
16/05/24,11.97
17/05/24,11.91
20/05/24,11.83
21/05/24,11.83
22/05/24,11.75
23/05/24,11.68
24/05/24,11.63
27/05/24,11.37
28/05/24,11.43
29/05/24,11.34
30/05/24,11.42
31/05/24,11.26
03/06/24,11.47
04/06/24,11.38
05/06/24,11.21
06/06/24,11.08
07/06/24,11.09
10/06/24,10.86
11/06/24,11.29
12/06/24,11.46
13/06/24,11.38
14/06/24,11.39
17/06/24,11.13
18/06/24,10.93
19/06/24,10.88
20/06/24,10.89
21/06/24,10.81
24/06/24,10.76
25/06/24,10.58